scenario,controller,step,t,v,log_xt,log_dth,log_v,stop,fwd_only,plan_len,lat25,lon25,hd25,lat50,lon50,hd50
scene-130854534658-easy-00,ideal,50,12.5,6.876,0.0008,-0.00745,6.875,0,0,20.94057,-0.00015,-0.0001,-9e-05,-0.0026,0.00066,-0.00015
scene-130854534658-easy-00,ideal,51,12.75,6.887,0.0057,0.00214,6.888,0,0,21.01369,-0.0003,-0.00045,8e-05,-0.00238,-0.0009,-0.00127
scene-130854534658-easy-00,ideal,52,13.0,6.899,-0.0018,-0.0065,6.903,0,0,21.09051,0.00016,0.00092,-3e-05,0.0041,-0.00016,0.00169
scene-130854534658-easy-00,ideal,53,13.25,6.906,-0.0025,0.0045,6.905,0,0,21.16997,-1e-05,-3e-05,-0.0,-0.00358,-0.0018,-0.00147
scene-130854534658-easy-00,ideal,54,13.5,6.918,0.0039,-0.00165,6.917,0,0,21.25207,-0.00044,-0.00035,-2e-05,0.00332,-0.00223,0.00163
scene-130854534658-easy-00,ideal,55,13.75,6.935,-0.0032,0.0049,6.938,0,0,21.33674,0.00081,0.00045,0.0001,-0.00785,-0.00015,-0.00202
scene-130854534658-easy-00,ideal,56,14.0,6.955,0.0031,-0.00151,6.956,0,0,21.42306,-0.00019,-0.00014,5e-05,-0.00382,-2e-05,-0.00104
scene-130854534658-easy-00,ideal,57,14.25,6.986,-0.0085,0.00106,6.989,0,0,21.50009,0.00033,0.00035,9e-05,-1e-05,0.00034,-3e-05
scene-130854534658-easy-00,ideal,58,14.5,7.021,-0.0038,0.00482,7.023,0,0,21.56891,-0.00024,0.0,-0.00012,-0.00111,0.00146,-0.00016
scene-130854534658-easy-00,ideal,59,14.75,7.054,-0.0005,-0.00214,7.057,0,0,21.63337,-0.00016,0.00022,-5e-05,0.00053,-0.00039,-0.00013
scene-130854534658-easy-00,ideal,60,15.0,7.09,-0.0007,0.0048,7.096,0,0,21.69095,-9e-05,3e-05,-9e-05,0.00202,-0.00058,0.00088
scene-130854534658-easy-00,ideal,61,15.25,7.119,0.0006,-0.00293,7.121,0,0,21.73953,-0.00049,-0.00022,-2e-05,-0.00112,0.00165,-0.00034
scene-130854534658-easy-00,ideal,62,15.5,7.148,0.0026,0.00265,7.149,0,0,21.78117,0.00026,0.00013,9e-05,-0.00095,0.00172,0.00043
scene-130854534658-easy-00,ideal,63,15.75,7.182,-0.0006,-0.00166,7.188,0,0,21.81473,0.00051,9e-05,7e-05,-0.01028,-0.00116,-0.00265
scene-130854534658-easy-00,ideal,64,16.0,7.209,-0.0016,-0.00033,7.213,0,0,21.8402,-0.00079,-0.0,-9e-05,-0.00423,0.00065,-0.00056
scene-130854534658-easy-00,ideal,65,16.25,7.228,-0.0103,0.00601,7.229,0,0,21.86174,0.00047,-0.00034,8e-05,,,
scene-130854534658-easy-00,ideal,66,16.5,7.252,-0.0037,0.00239,7.255,0,0,21.87838,,,,,,
scene-130854534658-easy-00,official,0,0,1.0,0.2673,0.19042,4.21,0,0,4.21558,0.2255,0.04675,0.51016,0.404,0.023,0.28005
scene-130854534658-easy-00,official,1,0.25,1.343,0.331,0.17835,3.995,0,0,4.17743,0.27733,0.00678,0.48335,0.47841,-0.03777,0.25337
scene-130854534658-easy-00,official,2,0.5,1.59,0.4008,0.14626,3.718,0,0,4.12289,0.32242,-0.04934,0.45566,0.53113,-0.09823,0.21674
scene-130854534658-easy-00,official,3,0.75,1.754,0.4651,0.09395,3.381,0,0,4.08097,0.35264,-0.10485,0.42163,0.55311,-0.19434,0.21329
scene-130854534658-easy-00,official,4,1.0,1.853,0.5094,0.02735,2.988,0,0,4.08089,0.34278,-0.16506,0.42404,0.53625,-0.26354,0.24533
scene-130854534658-easy-00,official,5,1.25,1.708,0.5249,-0.01253,2.593,0,0,4.09937,0.32378,-0.15085,0.46395,0.50676,-0.21288,0.30021
scene-130854534658-easy-00,official,6,1.5,1.546,0.524,-0.03388,2.186,0,0,4.22321,0.30938,-0.09996,0.53522,0.48764,-0.09616,0.37655
scene-130854534658-easy-00,official,7,1.75,1.426,0.5089,-0.06477,1.727,0,0,4.52302,0.30178,-0.00778,0.64861,0.47979,0.0777,0.47812
scene-130854534658-easy-00,official,8,2.0,1.395,0.4897,-0.0472,1.181,0,0,5.01748,0.298,0.12636,0.84607,0.47869,0.34415,0.61082
scene-130854534658-easy-00,official,9,2.25,1.434,0.4759,-0.01789,0.592,0,0,6.88565,0.29654,0.23869,0.91374,0.47884,0.55539,0.5307
scene-130854534658-easy-00,official,10,2.5,1.655,0.463,-0.02284,0.804,0,0,9.37889,0.27297,0.24125,0.61919,0.44349,0.5132,0.29292
scene-130854534658-easy-00,official,11,2.75,2.082,0.422,-0.05889,1.52,0,0,11.03547,0.23796,0.18598,0.40099,0.39836,0.37774,0.22287
scene-130854534658-easy-00,official,12,3.0,2.559,0.3757,-0.01445,2.164,0,0,12.08261,0.23358,0.14827,0.33073,0.40135,0.2861,0.21051
scene-130854534658-easy-00,official,13,3.25,3.011,0.3548,0.04914,2.775,0,0,12.81263,0.24238,0.11252,0.30837,0.43357,0.20567,0.22569
scene-130854534658-easy-00,official,14,3.5,3.414,0.3745,0.06698,3.334,0,0,13.36509,0.28804,0.06811,0.32096,0.51683,0.12151,0.2428
scene-130854534658-easy-00,official,15,3.75,3.763,0.4205,0.12797,3.791,0,0,13.75731,0.37543,0.057,0.36692,0.65772,0.09405,0.2645
scene-130854534658-easy-00,official,16,4.0,4.049,0.5139,0.1629,4.144,0,0,14.02213,0.45316,0.06349,0.40935,0.79079,0.09478,0.29379
scene-130854534658-easy-00,official,17,4.25,4.28,0.6584,0.15168,4.406,0,0,14.21167,0.54505,0.0622,0.45591,0.9417,0.08095,0.32139
scene-130854534658-easy-00,official,18,4.5,4.465,0.7891,0.16843,4.618,0,0,14.36473,0.65877,0.05499,0.51162,1.12137,0.07028,0.34891
scene-130854534658-easy-00,official,19,4.75,4.61,0.943,0.18889,4.85,0,0,14.48373,0.77056,0.06712,0.56868,1.29743,0.08975,0.37889
scene-130854534658-easy-00,official,20,5.0,4.718,1.1233,0.19941,5.011,0,0,14.60336,0.87115,0.10563,0.62597,1.45598,0.15214,0.40639
scene-130854534658-easy-00,official,21,5.25,4.799,1.2963,0.17242,5.028,0,0,14.79855,0.97904,0.11033,0.66898,1.61147,0.1567,0.4152
scene-130854534658-easy-00,official,22,5.5,4.873,1.4577,0.18715,5.077,0,0,14.94989,1.07561,0.13726,0.71017,1.74683,0.19363,0.41924
scene-130854534658-easy-00,official,23,5.75,4.938,1.6114,0.17491,5.172,0,0,15.16731,1.11677,0.13707,0.71838,1.80318,0.19413,0.41536
scene-130854534658-easy-00,official,24,6.0,5.006,1.7291,0.09991,5.262,0,0,15.5319,1.13652,0.03519,0.68558,1.82208,0.04176,0.3962
scene-130854534658-easy-00,official,25,6.25,5.099,1.7761,0.06763,5.497,0,0,15.86327,1.14834,-0.00097,0.67111,1.82987,-0.0041,0.38201
scene-130854534658-easy-00,official,26,6.5,5.195,1.8065,0.07627,5.603,0,0,16.17162,1.12796,0.03871,0.66568,1.80243,0.06294,0.37576
scene-130854534658-easy-00,official,27,6.75,5.283,1.8125,0.0475,5.526,0,0,16.61862,1.10408,0.02651,0.63651,1.74893,0.04583,0.34378
scene-130854534658-easy-00,official,28,7.0,5.387,1.7647,0.00468,5.563,0,0,17.15765,1.07923,-0.01626,0.59667,1.69102,-0.026,0.30429
scene-130854534658-easy-00,official,29,7.25,5.512,1.7252,0.02185,5.674,0,0,17.57168,1.01261,-0.01799,0.55309,1.57502,-0.01111,0.26947
scene-130854534658-easy-00,official,30,7.5,5.635,1.6659,-0.05615,5.9,0,0,18.13303,0.92222,-0.10288,0.48026,1.41723,-0.13648,0.22189
scene-130854534658-easy-00,official,31,7.75,5.78,1.5483,-0.03236,6.029,0,0,18.46162,0.82277,-0.04543,0.43367,1.25407,-0.03487,0.18476
scene-130854534658-easy-00,official,32,8.0,5.906,1.4128,-0.078,6.002,0,0,18.89051,0.7009,-0.04689,0.36371,1.05379,-0.03334,0.14063
scene-130854534658-easy-00,official,33,8.25,6.039,1.2318,-0.10477,6.024,0,0,19.26891,0.56041,-0.03216,0.28976,0.83368,-0.0115,0.1029
scene-130854534658-easy-00,official,34,8.5,6.173,1.0351,-0.10292,6.079,0,0,19.56446,0.42668,-0.0064,0.21984,0.62244,0.02793,0.06733
scene-130854534658-easy-00,official,35,8.75,6.297,0.8162,-0.11419,6.18,0,0,19.83293,0.30055,0.00569,0.1558,0.43427,0.04095,0.04353
scene-130854534658-easy-00,official,36,9.0,6.415,0.6065,-0.10045,6.275,0,0,20.03395,0.17683,0.02834,0.09441,0.24854,0.07438,0.02269
scene-130854534658-easy-00,official,37,9.25,6.52,0.4201,-0.0978,6.356,0,0,20.20733,0.10192,0.03254,0.05504,0.13277,0.07884,0.00455
scene-130854534658-easy-00,official,38,9.5,6.615,0.2353,-0.06818,6.473,0,0,20.33998,0.03036,0.0455,0.01842,0.02379,0.09522,-0.00971
scene-130854534658-easy-00,official,39,9.75,6.698,0.1251,-0.04568,6.537,0,0,20.45252,-0.03252,0.05118,-0.01272,-0.07054,0.10288,-0.02049
scene-130854534658-easy-00,official,40,10.0,6.77,0.0143,-0.05425,6.607,0,0,20.55532,-0.08226,0.0496,-0.03682,-0.14525,0.08664,-0.00445
scene-130854534658-easy-00,official,41,10.25,6.833,-0.0784,-0.04075,6.694,0,0,20.64109,-0.12001,0.03595,-0.03023,-0.15874,0.07908,0.04735
scene-130854534658-easy-00,official,42,10.5,6.851,-0.1503,-0.00718,6.752,0,0,20.71695,-0.10631,0.03752,0.01393,-0.0589,0.08341,0.03755
scene-130854534658-easy-00,official,43,10.75,6.945,-0.1617,0.05687,6.822,0,0,20.78813,0.00104,0.03988,0.01299,0.04537,0.08459,0.01722
scene-130854534658-easy-00,official,44,11.0,7.02,-0.0585,0.06633,6.868,0,0,20.8563,0.0653,0.04396,0.02313,0.1153,0.09091,0.01484
scene-130854534658-easy-00,official,45,11.25,7.046,0.0505,0.03445,6.875,0,0,20.92331,0.09849,0.04798,0.03622,0.1608,0.09538,0.01889
scene-130854534658-easy-00,official,46,11.5,7.058,0.1216,0.02643,6.883,0,0,20.99729,0.11836,0.04667,0.04537,0.18676,0.09468,0.0209
scene-130854534658-easy-00,official,47,11.75,7.071,0.1649,0.00727,6.901,0,0,21.07819,0.13212,0.04829,0.05331,0.2082,0.09785,0.02419
scene-130854534658-easy-00,official,48,12.0,7.087,0.1903,0.00689,6.905,0,0,21.15698,0.13204,0.05073,0.05476,0.2074,0.10287,0.02571
scene-130854534658-easy-00,official,49,12.25,7.106,0.2099,-0.0015,6.913,0,0,21.24154,0.13604,0.05237,0.05882,0.21693,0.10487,0.02922
scene-130854534658-easy-00,official,50,12.5,7.129,0.2093,-0.00496,6.936,0,0,21.32781,0.13398,0.05368,0.05961,0.21751,0.11864,0.04789
scene-130854534658-easy-00,official,51,12.75,7.154,0.2183,-0.00208,6.953,0,0,21.41458,0.14561,0.06599,0.08033,0.26021,0.12022,0.0225
scene-130854534658-easy-00,official,52,13.0,7.229,0.2181,0.02099,6.985,0,0,21.49563,0.1805,0.05635,0.05802,0.25179,0.11231,0.01763
scene-130854534658-easy-00,official,53,13.25,7.216,0.2628,-0.00185,7.022,0,0,21.56217,0.15497,0.0543,0.06106,0.2274,0.10752,0.02069
scene-130854534658-easy-00,official,54,13.5,7.256,0.2539,-0.01671,7.056,0,0,21.62964,0.13231,0.04976,0.05482,0.19552,0.0992,0.01867
scene-130854534658-easy-00,official,55,13.75,7.282,0.2263,-0.01207,7.096,0,0,21.68665,0.1089,0.04907,0.04666,0.16295,0.09619,0.01738
scene-130854534658-easy-00,official,56,14.0,7.306,0.1938,-0.0199,7.121,0,0,21.73701,0.0873,0.04587,0.03892,0.13211,0.09107,0.01697
scene-130854534658-easy-00,official,57,14.25,7.328,0.1611,-0.01255,7.151,0,0,21.77914,0.07133,0.04296,0.03424,0.11412,0.08462,0.01815
scene-130854534658-easy-00,official,58,14.5,7.348,0.1299,-0.01135,7.191,0,0,21.81299,0.06739,0.04019,0.03223,0.10576,0.08059,0.01722
scene-130854534658-easy-00,official,59,14.75,7.367,0.1126,-0.00765,7.215,0,0,21.83874,0.07072,0.04131,0.0333,0.10881,0.07926,0.01454
scene-130854534658-easy-00,official,60,15.0,7.383,0.1055,0.00817,7.231,0,0,21.85879,0.07049,0.03711,0.03107,,,
scene-130854534658-easy-00,official,61,15.25,7.397,0.1078,-0.00722,7.261,0,0,21.87741,,,,,,
scene-130854534658-hard-00,fixed,0,0,1.0,0.2673,0.19042,4.21,0,0,4.21558,0.2255,0.01775,0.5156,0.407,-0.062,0.30186
scene-130854534658-hard-00,fixed,1,0.25,1.228,0.3256,0.18379,4.013,0,0,4.14575,0.2704,-0.01324,0.51969,0.47591,-0.11695,0.30802
scene-130854534658-hard-00,fixed,2,0.5,1.364,0.3874,0.16807,3.778,0,0,4.06198,0.31057,-0.04816,0.53459,0.53567,-0.16372,0.32061
scene-130854534658-hard-00,fixed,3,0.75,1.426,0.4472,0.15122,3.514,0,0,3.98641,0.34977,-0.08314,0.5586,0.58725,-0.20022,0.34097
scene-130854534658-hard-00,fixed,4,1.0,1.433,0.5006,0.12784,3.224,0,0,3.93939,0.38243,-0.1165,0.58853,0.63131,-0.22837,0.37299
scene-130854534658-hard-00,fixed,5,1.25,1.403,0.5466,0.1132,2.92,0,0,3.92782,0.40531,-0.12967,0.62867,0.6612,-0.22239,0.4182
scene-130854534658-hard-00,fixed,6,1.5,1.35,0.5883,0.10742,2.61,0,0,3.97274,0.41944,-0.12041,0.68188,0.67996,-0.18544,0.4789
scene-130854534658-hard-00,fixed,7,1.75,1.288,0.6258,0.10145,2.283,0,0,4.08809,0.43018,-0.09174,0.75586,0.69275,-0.11644,0.55872
scene-130854534658-hard-00,fixed,8,2.0,1.226,0.6555,0.07558,1.913,0,0,4.32707,0.43947,-0.04291,0.85385,0.70668,-0.0195,0.65664
scene-130854534658-hard-00,fixed,9,2.25,1.178,0.6774,0.06765,1.496,0,0,4.68428,0.44629,0.03767,0.99272,0.71552,0.12141,0.77091
scene-130854534658-hard-00,fixed,10,2.5,1.154,0.7003,0.08336,1.023,0,0,5.19645,0.45071,0.14013,1.17135,0.72317,0.31683,0.88591
scene-130854534658-hard-00,fixed,11,2.75,1.163,0.7233,0.08193,0.574,0,0,6.64004,0.46306,0.22296,1.23103,0.74126,0.478,0.79985
scene-130854534658-hard-00,fixed,12,3.0,1.305,0.7457,0.08177,0.697,0,0,8.7078,0.47398,0.23417,1.02328,0.74867,0.48499,0.49727
scene-130854534658-hard-00,fixed,13,3.25,1.645,0.7493,-0.02829,1.345,0,0,10.54953,0.45493,0.14057,0.68068,0.71104,0.29463,0.29477
scene-130854534658-hard-00,fixed,14,3.5,2.129,0.724,-0.04673,1.943,0,0,11.61192,0.433,0.1005,0.51659,0.6651,0.20671,0.21411
scene-130854534658-hard-00,fixed,15,3.75,2.615,0.685,-0.04887,2.524,0,0,12.41818,0.39512,0.05891,0.40452,0.60419,0.12295,0.17273
scene-130854534658-hard-00,fixed,16,4.0,3.068,0.6413,-0.02161,3.08,0,0,12.98988,0.35063,0.03179,0.32982,0.53759,0.07053,0.15518
scene-130854534658-hard-00,fixed,17,4.25,3.465,0.5796,-0.03772,3.58,0,0,13.5008,0.32052,-0.00919,0.28162,0.48956,0.00229,0.13745
scene-130854534658-hard-00,fixed,18,4.5,3.811,0.5216,-0.02029,3.985,0,0,13.88037,0.30043,-0.01231,0.25784,0.46304,-0.00998,0.1341
scene-130854534658-hard-00,fixed,19,4.75,4.1,0.4865,0.03124,4.273,0,0,14.14588,0.26934,0.00198,0.23438,0.42473,0.0068,0.13578
scene-130854534658-hard-00,fixed,20,5.0,4.335,0.4578,-0.00585,4.509,0,0,14.41591,0.26098,-0.02213,0.22322,0.41494,-0.03434,0.13764
scene-130854534658-hard-00,fixed,21,5.25,4.536,0.4175,0.02937,4.702,0,0,14.65679,0.26406,-0.03561,0.22396,0.42654,-0.05024,0.14418
scene-130854534658-hard-00,fixed,22,5.5,4.701,0.4159,0.05316,4.951,0,0,14.86954,0.274,-0.02432,0.23128,0.45047,-0.02922,0.15472
scene-130854534658-hard-00,fixed,23,5.75,4.836,0.4302,0.07141,5.049,0,0,15.10981,0.29304,0.00265,0.24291,0.48119,0.01494,0.16037
scene-130854534658-hard-00,fixed,24,6.0,4.95,0.4495,0.06138,5.02,0,0,15.37089,0.32733,0.00951,0.25825,0.5255,0.02703,0.15607
scene-130854534658-hard-00,fixed,25,6.25,5.054,0.4759,0.08921,5.112,0,0,15.62069,0.34269,0.02751,0.26314,0.5435,0.04991,0.15136
scene-130854534658-hard-00,fixed,26,6.5,5.152,0.5185,0.0819,5.2,0,0,15.90522,0.32641,0.02317,0.2499,0.5195,0.04423,0.14606
scene-130854534658-hard-00,fixed,27,6.75,5.249,0.5285,0.02026,5.291,0,0,16.24936,0.31321,-0.02678,0.23349,0.49366,-0.02405,0.13533
scene-130854534658-hard-00,fixed,28,7.0,5.351,0.5054,0.04762,5.517,0,0,16.55557,0.30303,-0.01794,0.22595,0.47915,-0.00375,0.13011
scene-130854534658-hard-00,fixed,29,7.25,5.445,0.4903,0.03009,5.599,0,0,16.8875,0.27317,0.01102,0.21007,0.44069,0.03874,0.12806
scene-130854534658-hard-00,fixed,30,7.5,5.534,0.4748,0.04783,5.526,0,0,17.24393,0.26279,0.039,0.19911,0.41803,0.08138,0.11428
scene-130854534658-hard-00,fixed,31,7.75,5.623,0.4255,0.01353,5.561,0,0,17.66936,0.26077,0.03319,0.18902,0.40319,0.06414,0.0989
scene-130854534658-hard-00,fixed,32,8.0,5.719,0.4022,0.03919,5.664,0,0,18.05368,0.22104,0.01394,0.16102,0.33756,0.04116,0.08099
scene-130854534658-hard-00,fixed,33,8.25,5.816,0.3858,0.01281,5.851,0,0,18.43761,0.18534,-0.01725,0.13385,0.27361,-0.00056,0.06006
scene-130854534658-hard-00,fixed,34,8.5,5.915,0.3253,0.00092,6.02,0,0,18.75091,0.1354,-0.00193,0.10201,0.19211,0.0265,0.03871
scene-130854534658-hard-00,fixed,35,8.75,6.006,0.2705,-0.00055,6.026,0,0,19.0305,0.08073,0.0269,0.06718,0.10285,0.07175,0.01725
scene-130854534658-hard-00,fixed,36,9.0,6.091,0.1843,-0.03682,6.008,0,0,19.32214,0.01167,0.03935,0.02667,-0.00569,0.08761,-0.00191
scene-130854534658-hard-00,fixed,37,9.25,6.177,0.0907,-0.02175,6.059,0,0,19.57824,-0.05847,0.04564,-0.01284,-0.11457,0.09495,-0.01989
scene-130854534658-hard-00,fixed,38,9.5,6.261,-0.0201,-0.04781,6.14,0,0,19.80646,-0.11843,0.04356,-0.04459,-0.20278,0.088,-0.03091
scene-130854534658-hard-00,fixed,39,9.75,6.346,-0.1248,-0.03738,6.246,0,0,19.99914,-0.17938,0.04562,-0.07435,-0.28684,0.08642,-0.03586
scene-130854534658-hard-00,fixed,40,10.0,6.426,-0.2104,-0.02756,6.321,0,0,20.16163,-0.20743,0.03789,-0.08932,-0.32911,0.07208,-0.0413
scene-130854534658-hard-00,fixed,41,10.25,6.502,-0.2946,-0.03513,6.425,0,0,20.29566,-0.21531,0.03329,-0.09421,-0.3405,0.06191,-0.04404
scene-130854534658-hard-00,fixed,42,10.5,6.571,-0.3324,0.00891,6.515,0,0,20.42094,-0.22859,0.02374,-0.10059,-0.35699,0.04403,-0.04465
scene-130854534658-hard-00,fixed,43,10.75,6.635,-0.3423,-0.00939,6.572,0,0,20.51109,-0.2298,0.0215,-0.10207,-0.35743,0.03748,-0.04434
scene-130854534658-hard-00,fixed,44,11.0,6.691,-0.3584,0.00104,6.658,0,0,20.602,-0.22478,0.01209,-0.09956,-0.34698,0.02141,-0.04165
scene-130854534658-hard-00,fixed,45,11.25,6.741,-0.3583,0.0054,6.728,0,0,20.6802,-0.21538,0.00536,-0.0958,-0.33168,0.00895,-0.04044
scene-130854534658-hard-00,fixed,46,11.5,6.784,-0.3473,0.01116,6.786,0,0,20.75274,-0.19663,-0.00427,-0.08816,-0.30289,-0.00539,-0.03794
scene-130854534658-hard-00,fixed,47,11.75,6.82,-0.3318,0.01226,6.852,0,0,20.81825,-0.18547,-0.00587,-0.08407,-0.28693,-0.00653,-0.03638
scene-130854534658-hard-00,fixed,48,12.0,6.851,-0.3035,0.01491,6.874,0,0,20.88081,-0.17137,-0.00166,-0.07757,-0.26166,0.00054,-0.03271
scene-130854534658-hard-00,fixed,49,12.25,6.876,-0.2867,0.01074,6.875,0,0,20.9464,-0.15976,0.00159,-0.07306,-0.2434,0.00733,-0.0292
scene-130854534658-hard-00,fixed,50,12.5,6.898,-0.2612,0.01127,6.892,0,0,21.02181,-0.13963,0.00414,-0.06409,-0.21185,0.01223,-0.02573
scene-130854534658-hard-00,fixed,51,12.75,6.92,-0.2433,0.01331,6.904,0,0,21.10078,-0.12153,0.00886,-0.05606,-0.1832,0.02069,-0.02118
scene-130854534658-hard-00,fixed,52,13.0,6.942,-0.2115,0.01724,6.906,0,0,21.18339,-0.10553,0.01186,-0.04832,-0.15742,0.02575,-0.01675
scene-130854534658-hard-00,fixed,53,13.25,6.965,-0.1828,0.00826,6.922,0,0,21.26591,-0.08646,0.01555,-0.03865,-0.12418,0.03179,-0.01037
scene-130854534658-hard-00,fixed,54,13.5,6.99,-0.1561,0.01865,6.939,0,0,21.35532,-0.06654,0.01726,-0.02954,-0.09421,0.03334,-0.00575
scene-130854534658-hard-00,fixed,55,13.75,7.017,-0.124,0.01234,6.961,0,0,21.4409,-0.03813,0.0166,-0.01663,-0.05164,0.03282,-0.0018
scene-130854534658-hard-00,fixed,56,14.0,7.045,-0.0935,0.01895,7.0,0,0,21.51809,-0.01809,0.01548,-0.008,-0.0227,0.03009,0.00057
scene-130854534658-hard-00,fixed,57,14.25,7.074,-0.0505,0.02049,7.031,0,0,21.58611,-0.001,0.01412,-0.00052,0.00224,0.02648,0.00275
scene-130854534658-hard-00,fixed,58,14.5,7.103,-0.0217,0.01097,7.066,0,0,21.64891,0.00769,0.01136,0.00356,0.01546,0.02228,0.00457
scene-130854534658-hard-00,fixed,59,14.75,7.131,0.0021,0.01169,7.104,0,0,21.70424,0.01572,0.01154,0.00777,0.02742,0.02098,0.00743
scene-130854534658-hard-00,fixed,60,15.0,7.157,0.0155,0.00506,7.127,0,0,21.7499,0.01812,0.00968,0.01087,0.0367,0.01887,0.01149
scene-130854534658-hard-00,fixed,61,15.25,7.181,0.0284,0.0054,7.159,0,0,21.79042,0.02949,0.00718,0.01624,0.05408,0.01232,0.01542
scene-130854534658-hard-00,fixed,62,15.5,7.204,0.0372,0.00772,7.196,0,0,21.82046,0.04463,0.00476,0.02376,0.07892,0.00927,0.01833
scene-130854534658-hard-00,fixed,63,15.75,7.224,0.054,0.00877,7.218,0,0,21.8448,0.06329,0.00602,0.03044,,,
scene-130854534658-hard-00,fixed,64,16.0,7.241,0.0793,0.02254,7.232,0,0,21.8625,,,,,,
scene-130854534658-hard-00,ideal,0,0,1.0,0.2673,0.19042,4.21,0,0,4.21558,0.0005,0.00075,0.00062,0.026,0.086,0.04166
scene-130854534658-hard-00,ideal,1,0.25,1.639,0.1011,-0.33119,3.996,0,0,4.27286,-0.00028,-0.00011,-0.00037,0.05584,0.12704,0.01426
scene-130854534658-hard-00,ideal,2,0.5,2.198,0.041,-0.09103,3.619,0,0,4.25276,-0.00047,0.00017,0.0001,0.00802,0.06621,0.00246
scene-130854534658-hard-00,ideal,3,0.75,2.636,0.0124,-0.03426,3.037,0,0,4.20087,0.00054,-0.00112,6e-05,0.00189,-0.0131,0.00302
scene-130854534658-hard-00,ideal,4,1.0,2.415,0.0037,-0.0022,2.382,0,0,4.24804,-0.00034,0.0008,0.00018,-0.00267,-0.0391,-0.00391
scene-130854534658-hard-00,ideal,5,1.25,1.807,0.002,-0.01322,1.761,0,0,4.54055,0.00022,-0.00053,0.00068,0.00054,-0.04646,-0.00074
scene-130854534658-hard-00,ideal,6,1.5,1.233,-0.0025,-0.00123,1.204,0,0,5.03775,0.0002,0.00059,0.00085,0.00053,-0.03841,0.00052
scene-130854534658-hard-00,ideal,7,1.75,0.823,-0.0002,-0.0005,0.789,0,0,5.68242,0.00019,0.00038,-0.00077,-0.00155,-0.03462,-0.00194
scene-130854534658-hard-00,ideal,8,2.0,0.614,-0.0005,0.016,0.584,0,0,6.45447,0.00023,-0.00112,0.0004,-0.00603,-0.03319,-0.015
scene-130854534658-hard-00,ideal,9,2.25,0.561,-0.0019,0.01188,0.539,0,0,7.30028,7e-05,0.00068,0.00127,-0.00506,-0.02975,-0.01185
scene-130854534658-hard-00,ideal,10,2.5,0.626,-0.0058,0.00134,0.604,0,0,8.20337,0.0008,0.0002,0.00018,-0.00377,-0.02273,-0.00383
scene-130854534658-hard-00,ideal,11,2.75,0.795,-0.0054,0.02202,0.787,0,0,9.16111,-0.00085,0.00026,4e-05,-0.00408,-0.01378,-0.00175
scene-130854534658-hard-00,ideal,12,3.0,1.069,-0.0023,0.02207,1.079,0,0,10.11325,-2e-05,5e-05,-0.00024,-0.00623,-0.00899,-0.0038
scene-130854534658-hard-00,ideal,13,3.25,1.432,-0.0024,-0.00065,1.46,0,0,10.98835,-2e-05,-0.00039,0.00029,-0.01119,-0.00392,-0.00543
scene-130854534658-hard-00,ideal,14,3.5,1.853,-0.0056,0.00641,1.889,0,0,11.7692,6e-05,-0.0001,-0.0001,-0.01562,0.00797,-0.01083
scene-130854534658-hard-00,ideal,15,3.75,2.309,-0.0112,0.00148,2.352,0,0,12.46536,0.00033,0.00123,0.0001,-0.00361,0.01718,-0.00237
scene-130854534658-hard-00,ideal,16,4.0,2.792,-0.016,0.02064,2.848,0,0,13.04155,0.00045,-0.00084,0.00013,-0.00972,0.02334,-0.00268
scene-130854534658-hard-00,ideal,17,4.25,3.27,-0.0056,-0.00344,3.328,0,0,13.52508,-0.00019,0.00018,-0.00016,-0.02305,0.02729,-0.01103
scene-130854534658-hard-00,ideal,18,4.5,3.702,-0.0123,0.01045,3.759,0,0,13.93815,0.00046,-0.00063,0.00014,-0.00346,0.01766,-0.00325
scene-130854534658-hard-00,ideal,19,4.75,4.06,-0.0255,0.00314,4.112,0,0,14.26852,-0.00014,0.00077,0.00012,6e-05,0.00892,0.00214
scene-130854534658-hard-00,ideal,20,5.0,4.333,-0.0054,0.02847,4.367,0,0,14.50936,-0.00066,-0.00059,-0.00013,-0.01487,0.02345,-0.00697
scene-130854534658-hard-00,ideal,21,5.25,4.55,-0.0008,-0.01422,4.58,0,0,14.73742,0.0004,6e-05,-0.00014,-0.00225,0.03512,-0.00204
scene-130854534658-hard-00,ideal,22,5.5,4.769,-0.0179,0.00651,4.793,0,0,14.97867,-0.00101,0.00033,-0.00016,-0.00044,0.01513,-0.00072
scene-130854534658-hard-00,ideal,23,5.75,4.955,-0.0074,-0.00582,4.992,0,0,15.213,0.00139,2e-05,0.00015,-0.00657,0.00568,-0.00025
scene-130854534658-hard-00,ideal,24,6.0,5.021,-0.0029,0.00979,5.044,0,0,15.46502,-0.00062,-0.00017,2e-05,-0.02205,0.0152,-0.00933
scene-130854534658-hard-00,ideal,25,6.25,5.051,-0.0084,-0.01306,5.049,0,0,15.72844,0.00016,-0.00052,-6e-05,0.00345,0.00519,0.00051
scene-130854534658-hard-00,ideal,26,6.5,5.124,-0.0242,0.01472,5.141,0,0,16.01463,-0.00058,0.00048,-0.00016,0.00714,0.01435,0.00149
scene-130854534658-hard-00,ideal,27,6.75,5.204,0.0023,-0.0053,5.222,0,0,16.29505,-0.00072,-0.00055,-0.00018,0.0055,0.04018,0.00053
