base_id,scenario,cls,seed,world,rid,mode,t_lat,max_abs_d,d_at_max,t_first_stop,v_min,k0,stop,ticks,registry_dropped,registry_kept,oncoming_in_window
25951,HazardAtSideLaneTwoWays,2W,0,x11,2595140,bypass_L,546.0,3.524,3.524,,0.0,5,route_end,600,,HazardAtSideLaneTwoWays,4.0
25951,HazardAtSideLaneTwoWays,2W,0,x01,2595150,keep,,0.049,0.049,,0.0,5,route_end,293,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,0,shoulder,2595160,keep,,0.047,0.047,,0.0,5,route_end,830,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,0,mirror,2595170,keep,,0.047,0.047,,0.0,5,route_end,830,,HazardAtSideLaneTwoWays,9.0
25951,HazardAtSideLaneTwoWays,2W,1,x10,2595111,bypass_L,151.0,3.548,3.548,,0.0,5,route_end,284,,HazardAtSideLaneTwoWays,0.0
25951,HazardAtSideLaneTwoWays,2W,1,x00,2595121,keep,,0.048,0.048,,0.0,5,route_end,287,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,1,x11,2595141,bypass_L,594.0,3.523,3.523,,0.0,5,route_end,641,,HazardAtSideLaneTwoWays,5.0
25951,HazardAtSideLaneTwoWays,2W,1,x01,2595151,keep,,0.049,0.049,,0.0,5,route_end,292,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,2,x10,2595112,bypass_L,151.0,3.55,3.55,,0.0,5,route_end,283,,HazardAtSideLaneTwoWays,0.0
25951,HazardAtSideLaneTwoWays,2W,2,x00,2595122,keep,,0.047,0.047,,0.0,5,route_end,287,HazardAtSideLaneTwoWays,,0.0
25951,HazardAtSideLaneTwoWays,2W,2,x11,2595142,wait_then_bypass_L,555.0,3.523,3.523,192.0,0.0,5,route_end,608,,HazardAtSideLaneTwoWays,5.0
25951,HazardAtSideLaneTwoWays,2W,2,x01,2595152,keep,,0.05,0.05,,0.0,5,route_end,298,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,0,x10,2595510,bypass_L,110.0,3.6,3.6,,0.0,5,route_end,219,,HazardAtSideLaneTwoWays,0.0
25955,HazardAtSideLaneTwoWays,2W,0,x00,2595520,keep,,0.145,0.145,,0.0,5,route_end,210,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,0,wnull,2595530,bypass_L,110.0,3.597,3.597,,0.0,5,route_end,219,,HazardAtSideLaneTwoWays,0.0
25955,HazardAtSideLaneTwoWays,2W,0,x11,2595540,wait_then_bypass_L,224.0,3.592,3.592,155.0,0.0,5,route_end,315,,HazardAtSideLaneTwoWays,4.0
25955,HazardAtSideLaneTwoWays,2W,0,x01,2595550,keep,,0.141,0.141,,0.0,5,route_end,210,HazardAtSideLaneTwoWays,,4.0
25955,HazardAtSideLaneTwoWays,2W,0,shoulder,2595560,keep,,0.071,0.071,,0.0,5,route_end,636,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,0,mirror,2595570,keep,,0.072,0.072,,0.0,5,route_end,676,,HazardAtSideLaneTwoWays,8.0
25955,HazardAtSideLaneTwoWays,2W,1,x10,2595511,bypass_L,112.0,3.596,3.596,,0.0,5,route_end,221,,HazardAtSideLaneTwoWays,0.0
25955,HazardAtSideLaneTwoWays,2W,1,x00,2595521,keep,,0.146,0.146,,0.0,5,route_end,214,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,1,x11,2595541,wait_then_bypass_L,567.0,3.516,3.516,151.0,0.0,5,route_end,599,,HazardAtSideLaneTwoWays,5.0
25955,HazardAtSideLaneTwoWays,2W,1,x01,2595551,keep,,0.143,0.143,,0.0,5,route_end,214,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,2,x10,2595512,bypass_L,120.0,3.595,3.595,,0.0,5,route_end,223,,HazardAtSideLaneTwoWays,0.0
25955,HazardAtSideLaneTwoWays,2W,2,x00,2595522,keep,,0.147,0.147,,0.0,5,route_end,202,HazardAtSideLaneTwoWays,,0.0
25955,HazardAtSideLaneTwoWays,2W,2,x11,2595542,wait_then_bypass_L,338.0,3.603,3.603,187.0,0.0,5,route_end,414,,HazardAtSideLaneTwoWays,5.0
25955,HazardAtSideLaneTwoWays,2W,2,x01,2595552,keep,,0.148,0.148,,0.0,5,route_end,208,HazardAtSideLaneTwoWays,,3.0
