method,board,split,metric,component,baseline_config,variant_config,baseline_score,variant_score,delta,same_weights_or_retrained,seeds_or_runs,n_samples,source,notes,hack_finding_id
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,path_FDE_m,training_duration,"RAM, 1 epoch","RAM, 2 epochs",0.4,0.392,-0.008,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,NC_violation_pct,training_duration,"RAM, 1 epoch","RAM, 2 epochs",0.79,0.78,-0.01,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,TTC_violation_pct,training_duration,"RAM, 1 epoch","RAM, 2 epochs",1.17,1.16,-0.01,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,EP,training_duration,"RAM, 1 epoch","RAM, 2 epochs",96.03,96.02,-0.01,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,Comfort,training_duration,"RAM, 1 epoch","RAM, 2 epochs",99.35,99.39,+0.04,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,PDMS,training_duration,"RAM, 1 epoch","RAM, 2 epochs",97.31,97.32,+0.01,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,speed_ADE_m,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",0.549,0.412,-0.137,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,speed_FDE_m,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",1.464,1.15,-0.314,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,path_ADE_m,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",0.213,0.211,-0.002,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,path_FDE_m,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",0.405,0.4,-0.005,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,NC_violation_pct,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",0.84,0.79,-0.05,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,TTC_violation_pct,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",1.25,1.17,-0.08,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,EP,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",95.48,96.03,+0.55,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,Comfort,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",99.45,99.35,-0.1,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,PDMS,recurrent_action_memory,"no RAM, 1 epoch","RAM, 1 epoch",97.03,97.31,+0.28,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,speed_ADE_m,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",0.57,0.402,-0.168,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,speed_FDE_m,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",1.526,1.128,-0.398,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,path_ADE_m,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",0.214,0.207,-0.007,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,path_FDE_m,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",0.406,0.392,-0.014,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,NC_violation_pct,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",0.86,0.78,-0.08,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,TTC_violation_pct,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",1.26,1.16,-0.1,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,EP,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",95.55,96.02,+0.47,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,Comfort,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",99.45,99.39,-0.06,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,paper non-reactive simulation,PDMS,recurrent_action_memory,"no RAM, 2 epochs","RAM, 2 epochs",97.05,97.32,+0.27,retrained,N/A,N/A,"five_vla.pdf, Table A.10, PDF p.23",仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Ignore-RAM,0.415,0.548,+0.133,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Ignore-RAM,1.153,1.454,+0.301,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Ignore-RAM,0.22,0.219,-0.001,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Ignore-RAM,0.416,0.41,-0.006,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Noise sigma=0.5,0.415,0.432,+0.017,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Noise sigma=0.5,1.153,1.188,+0.035,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Noise sigma=0.5,0.22,0.216,-0.004,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Noise sigma=0.5,0.416,0.41,-0.006,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Noise sigma=1.0,0.415,0.497,+0.082,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Noise sigma=1.0,1.153,1.324,+0.171,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Noise sigma=1.0,0.22,0.213,-0.007,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Noise sigma=1.0,0.416,0.401,-0.015,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Noise sigma=2.0,0.415,0.612,+0.197,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Noise sigma=2.0,1.153,1.565,+0.412,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Noise sigma=2.0,0.22,0.219,-0.001,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Noise sigma=2.0,0.416,0.414,-0.002,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Wrong action p=0.25,0.415,0.741,+0.326,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Wrong action p=0.25,1.153,1.778,+0.625,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Wrong action p=0.25,0.22,0.238,+0.018,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Wrong action p=0.25,0.416,0.465,+0.049,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Wrong action p=0.5,0.415,1.015,+0.6,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Wrong action p=0.5,1.153,2.293,+1.14,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Wrong action p=0.5,0.22,0.254,+0.034,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Wrong action p=0.5,0.416,0.5,+0.084,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Dropped frame p=0.25,0.415,0.43,+0.015,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Dropped frame p=0.25,1.153,1.181,+0.028,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Dropped frame p=0.25,0.22,0.216,-0.004,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Dropped frame p=0.25,0.416,0.412,-0.004,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_ADE_m,memory_robustness,Clean RAM,Dropped frame p=0.5,0.415,0.448,+0.033,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,speed_FDE_m,memory_robustness,Clean RAM,Dropped frame p=0.5,1.153,1.215,+0.062,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_ADE_m,memory_robustness,Clean RAM,Dropped frame p=0.5,0.22,0.214,-0.006,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,aux:nvidia_physical_ai_av,fixed 10% test clips,path_FDE_m,memory_robustness,Clean RAM,Dropped frame p=0.5,0.416,0.4,-0.016,same_weights,N/A,"fixed 10% test clips, approximately 35 h (paper PDF p.23)","five_vla.pdf, Table A.11, PDF p.24",同一 checkpoint 仅推理时扰动；仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,camera_frequency_alignment,RAM reset at 20 fps,RAM fps-aligned reset at 4 fps,90.21,90.02,-0.19,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.12, PDF p.24",仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,camera_frequency_alignment,RAM reset at 20 fps,RAM fps-aligned reset at 4 fps,75.91,76.21,+0.3,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.12, PDF p.24",仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 6ep GA1,88.49,74.21,-14.28,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 6ep GA1,73.03,46.21,-26.82,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 12ep GA2,88.49,84.01,-4.48,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 12ep GA2,73.03,60.91,-12.12,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 20ep GA2,88.49,83.73,-4.76,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 20ep GA2,73.03,64.24,-8.79,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 40ep GA4,88.49,84.37,-4.12,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 40ep GA4,73.03,66.52,-6.51,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 30ep GA2,88.49,86.75,-1.74,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 30ep GA2,73.03,70.91,-2.12,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 60ep GA4,88.49,86.76,-1.73,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 60ep GA4,73.03,71.06,-1.97,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 40ep GA2,88.49,85.12,-3.37,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Sliding Window 40ep GA2,73.03,67.73,-5.3,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 12ep GA2,88.49,82.47,-6.02,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 12ep GA2,73.03,63.94,-9.09,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 20ep GA2,88.49,86.2,-2.29,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 20ep GA2,73.03,68.64,-4.39,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 30ep GA2,88.49,87.21,-1.28,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 30ep GA2,73.03,69.7,-3.33,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 40ep GA2,88.49,85.9,-2.59,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",QT-Former 40ep GA2,73.03,69.55,-3.48,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Flex 12ep GA2,88.49,75.62,-12.87,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Flex 12ep GA2,73.03,51.52,-21.51,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,memory_type_and_training_budget,"No Memory, 6ep",Flex 30ep GA2,88.49,85.3,-3.19,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,memory_type_and_training_budget,"No Memory, 6ep",Flex 30ep GA2,73.03,68.74,-4.29,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table A.13, PDF p.26",训练 epoch 与梯度累计步数见配置；不同预算不代表单因素。仅论文披露，无代码可核。,N/A
